,character,line,gender
238,FURY'S CAR,Warning! Window integrity compromised.,MALE
239,NICK FURY,You think? How long to propulsion?,MALE
240,FURY'S CAR,Calculating.  Window Integrity thiry-one percent. Deploying countermeasures.,MALE
241,NICK FURY,Hold that order!,MALE
242,FURY'S CAR,Window Integrity nineteen percent. Offensive measures advised.,MALE
243,NICK FURY,Wait!,MALE
244,FURY'S CAR,Window Integrity one percent.,MALE
245,NICK FURY,Now!,MALE
246,FURY'S CAR,Propulsion systems now online.,MALE
247,NICK FURY,"Full acceleration, now!  Initiate vertical takeoff!",MALE
248,FURY'S CAR,Flight systems damaged.,MALE
249,NICK FURY,Then activate guidance cameras!  Give me the wheel!  Get me Agent Hill.,MALE
250,FURY'S CAR,Communications array damaged.,MALE
251,NICK FURY,"Well, what's not damaged?",MALE
252,FURY'S CAR,Air conditioning is fully operational.  Traffic ahead.,MALE
253,NICK FURY,Give me an alternate route.,MALE
254,FURY'S CAR,"Traffic alert on Roosevelt Bridge. All vehicles stopped. 17th Avenue clear in three blocks, directly ahead.  Warning, approaching intersection.",MALE
255,NICK FURY,Get me off the grid!,MALE
256,FURY'S CAR,Calculating route to secure location.,MALE
257,SHARON CARTER,"That's so sweet. That is so nice. Hey. I gotta go, though. Okay, bye.  My aunt, she's kind of an insomniac.  Yeah.",FEMALE
258,STEVE ROGERS,"Hey, if you want...if you want, you're welcome to use my machine. Might be cheaper than the one in the basement.",MALE
259,SHARON CARTER,"Oh, yeah? What's it cost?",FEMALE
260,STEVE ROGERS,A cup of coffee?,MALE
261,SHARON CARTER,"Thank you, but um...I already have a load in downstairs, and, uh...you really don't want my scrubs in your machine. I'm just finished orientation in the infectious diseases ward, so.",FEMALE
262,STEVE ROGERS,"Ah, well, I'll keep my distance.",MALE
263,SHARON CARTER,"Well hopefully not too far.  Oh, and I think you left your stereo on.",FEMALE
264,STEVE ROGERS,"Oh. Right, thank you.",MALE
265,SHARON CARTER,Yeah.,FEMALE
266,STEVE ROGERS,I don't remember giving you a key.,MALE
267,NICK FURY,You really think I'd need one? My wife kicked me out.,MALE
268,STEVE ROGERS,Didn't know you were married.,MALE
269,NICK FURY,A lot of things you don't about me.,MALE
270,STEVE ROGERS,"I know, Nick. That's the problem.",MALE
271,NICK FURY,"I'm sorry to have to do this, but I had no place else to crash.",MALE
272,STEVE ROGERS,Who else knows about your wife?,MALE
273,NICK FURY,Just...my friends.,MALE
274,STEVE ROGERS,Is that what we are?,MALE
275,NICK FURY,That's up to you.  Don't...trust anyone.,MALE
276,SHARON CARTER,"Captain Rogers?  Captain, I'm Agent 13 of SHIELD Special Service.",FEMALE
277,STEVE ROGERS,Kate?,MALE
278,SHARON CARTER,I'm assigned to protect you.,FEMALE
279,STEVE ROGERS,On whose order?,MALE
280,SHARON CARTER,"His.  Foxtrot is down, he's unresponsive. I need EMTs.",FEMALE
281,SHIELD AGENT,Do you have a twenty on the shooter?,MALE
282,STEVE ROGERS,Tell him I'm in pursuit.,MALE
283,NATASHA ROMANOFF,Is he gonna make it?,FEMALE
284,STEVE ROGERS,I don't know.,MALE
285,NATASHA ROMANOFF,Tell me about the shooter.,FEMALE
286,STEVE ROGERS,He's fast and strong. Had a metal arm.,MALE
287,NATASHA ROMANOFF,Ballistics?,FEMALE
288,MARIA HILL,"Three slugs, no rifling. Completely untraceable.",FEMALE
289,NATASHA ROMANOFF,Soviet-made.,FEMALE
290,MARIA HILL,Yeah.,FEMALE
291,MALE NURSE,He's in V-tach.,MALE
292,FEMALE NURSE,Crash cart coming in.,FEMALE
293,DOCTOR,"Nurse, help me with the drape.",FEMALE
294,MALE NURSE,BP is dropping.,MALE
295,DOCTOR,Defibrillator!  I want you to charge him at one hundred.,FEMALE
296,NATASHA ROMANOFF,"Don't do this to me, Nick.",FEMALE
297,DOCTOR,"Stand back! Three, two, one. Clear!  Pulse?",FEMALE
298,MALE NURSE,No pulse.,MALE
299,DOCTOR #1,No pulse.,FEMALE
300,DOCTOR,"Okay. 200, please. Stand back! Three, two, one. Clear!  Give me epinephrine! Pulse?",FEMALE
301,MALE NURSE,Negative.,MALE
302,NATASHA ROMANOFF,"Don't do this to me, Nick. Don't do this to me.",FEMALE
303,DOCTOR,What's the time?,FEMALE
304,FEMALE NURSE,"1:03, Doctor.",FEMALE
305,DOCTOR,"Time of death, 1:03 a.m.",FEMALE
306,MARIA HILL,I need to take him.,FEMALE
307,STEVE ROGERS,Natasha.  Natasha!,MALE
308,NATASHA ROMANOFF,Why was Fury in your apartment?,FEMALE
309,STEVE ROGERS,I don't know.,MALE
310,BROCK RUMLOW,"Cap, they want you back at SHIELD.",MALE
311,STEVE ROGERS,"Yeah, give me a second.",MALE
312,BROCK RUMLOW,They want you now.,MALE
313,STEVE ROGERS,Okay.,MALE
314,NATASHA ROMANOFF,You're a terrible liar.,FEMALE
315,JASPER SITWELL,"STRIKE team, escort Captain Rogers back to SHIELD immediately for questioning.",MALE
316,BROCK RUMLOW,I told him.,MALE
317,STEVE ROGERS,Let's go.,MALE
318,BROCK RUMLOW,"Yeah.  STRIKE, move it out.",MALE
319,ALEXANDER PIERCE,"For whatever it's worth, you did your best.",MALE
320,SHARON CARTER,"Thank you, sir.  Captain Rogers.",FEMALE
321,STEVE ROGERS,Neighbor.,MALE
322,ALEXANDER PIERCE,"Ah, Captain. I'm Alexander Pierce.",MALE
323,STEVE ROGERS,"Sir, it's an honor.",MALE
324,ALEXANDER PIERCE,"The honor is mine, Captain. My father served in the 101st. Come on in.  That photo was taken five years after Nick and I met. When I was at State Department in Bogota. ELN rebels took the embassy, and security got me out, but the rebels took hostages. Nick was deputy chief for the SHIELD station there. And he comes to me with a plan. He wants to storm the building through the sewers. I said, ""No, we'll negotiate."" Turned out the ELN didn't negotiate, so they put out a kill order. They stormed the basement, and what did they find? They find it empty. Nick had ignored my direct order and carried out an unauthorized military operation on foreign soil. He saved the lives of a dozen political officers, including my daughter.",MALE
325,STEVE ROGERS,So you gave him a promotion.,MALE
326,ALEXANDER PIERCE,"I've never had any cause to regret it. Captain, why was Nick in your apartment last night?",MALE
327,STEVE ROGERS,I don't know.,MALE
328,ALEXANDER PIERCE,You know it was bugged?,MALE
329,STEVE ROGERS,"I did, because Nick told me.",MALE
330,ALEXANDER PIERCE,Did he tell you he was the one who bugged it?  I want you to see something.,MALE
331,SHIELD AGENT,"Who hired you, Batroc?",MALE
332,STEVE ROGERS,Is that live?,MALE
333,ALEXANDER PIERCE,"Yeah, they picked him up last night in a not-so-safe house in Algiers.",MALE
334,STEVE ROGERS,Are you saying he's a suspect? Assassination isn't Batroc's line.,MALE
335,ALEXANDER PIERCE,"No, it's more complicated than that. Batroc was hired anonymously to attack the Lemurian Star and he was contacted by e-mail and paid by wire transfer. And then the money was run through seventeen fictitious accounts, the last one going to a holding company that was registered to a Jacob Veech.",MALE
336,STEVE ROGERS,Am I supposed to know who that is?,MALE
337,ALEXANDER PIERCE,Not likely. Veech died six years ago. His last address was 14-35 Elmhurst Drive. When I first met Nick his mother lived at 14-37.,MALE
338,STEVE ROGERS,Are you saying Fury hired the pirates? Why?,MALE
339,ALEXANDER PIERCE,The prevailing theory was that the hijacking was a cover for the acquisition and sale of classified intelligence. The sale went sour and that led to Nick's death.,MALE
340,STEVE ROGERS,If you really knew Nick Fury you'd know that's not true.,MALE
341,ALEXANDER PIERCE,"Why do you think we're talking? See, I took a seat on the Council not because I wanted to but because Nick asked me to, because we were both realists. We knew that despite all the diplomacy and the handshaking and the rhetoric, that to build a really better world sometimes means having to tear the old one down. And that makes enemies. Those people that call you dirty because you got the guts to stick your hands in the mud and try to build something better. And the idea that those people could be happy today, makes me really, really angry.  Captain, you were the last one to see Nick alive. I don't think that's an accident, and I don't think you do either. So I'm gonna ask again, why was he there?",MALE
342,STEVE ROGERS,He told me not to trust anyone.,MALE
343,ALEXANDER PIERCE,I wonder if that included him.,MALE
344,STEVE ROGERS,I'm sorry. Those were his last words. Excuse me.,MALE
345,ALEXANDER PIERCE,"Captain.  Somebody murdered my friend and I'm gonna find out why. Anyone gets in my way, they're gonna regret it. Anyone.",MALE
346,STEVE ROGERS,Understood.,MALE
347,STEVE ROGERS,Operations control.,MALE
348,SHIELD COMPUTER,Confirmed.,FEMALE
349,BROCK RUMLOW,Keep all STRIKE personnel on site.,MALE
350,STRIKE AGENT #1,Understood.,MALE
351,STRIKE AGENT #2,"Yes, sir.",MALE
352,BROCK RUMLOW,Forensics.,MALE
353,SHIELD COMPUTER,Confirmed.,FEMALE
354,BROCK RUMLOW,Cap.,MALE
355,STEVE ROGERS,Rumlow.,MALE
356,BROCK RUMLOW,Evidence Response found some fibres on the roof they want us to see. You want me to get the tac-team ready?,MALE
357,STEVE ROGERS,"No, lets wait and see what it is first.",MALE
358,BROCK RUMLOW,Right.,MALE
359,SHIELD AGENT #1,What's the status so far?,FEMALE
360,SHIELD AGENT #2,Administrations level.,FEMALE
361,SHIELD COMPUTER,Confirmed.,FEMALE
362,SHIELD AGENT #2,Excuse me.,FEMALE
363,BROCK RUMLOW,"I'm sorry about what happened with Fury. Messed up, what happened to him.",MALE
364,STEVE ROGERS,Thank you.,MALE
365,STRIKE AGENT #3,Records.,MALE
366,SHIELD COMPUTER,Confirmed.,FEMALE
367,STEVE ROGERS,"Before we get started, does anyone want to get out?",MALE
368,JASPER SITWELL,"Mobilize STRIKE units, 25th floor.",MALE
369,BROCK RUMLOW,"Whoa, big guy. I just want you to know, Cap, this ain't personal.",MALE
370,STEVE ROGERS,It kind of feels personal.,MALE
371,25TH FLOOR STRIKE AGENT,Drop the shield! Put your hands in the air!,NEUTRAL
372,STRIKE AGENT,"Give it up, Rogers! Get that door open! You have nowhere to go!",FEMALE
373,JASPER SITWELL,Are you kidding me?  He's headed for the garage. Lock down the bridge!,MALE
374,QUINJET PILOT,"Stand down, Captain Rogers. Stand down.  Repeat, stand down.",MALE
375,JASPER SITWELL,"Eyes here.  Whatever your op is, bury it. This is Level One. Contact DOT. All traffic lights in the district go red. Shut all runways at BWI, IAD and Reagan. All security cameras in the city go through this monitor, right here. Scan all open sources. Phones, computers, PDAs, whatever. If someone tweets about this guy, I want to know about it.",MALE
376,SHARON CARTER,"With all due respect, If SHIELD is conducting a manhunt for Captain America, we deserve to know why.",FEMALE
377,ALEXANDER PIERCE,"Because he lied to us.  Captain Rogers has information regarding the death of Director Fury, he refused to share it. As difficult as this is to accept, Captain America is a fugitive from SHIELD.",MALE
378,STEVE ROGERS,Where is it?,MALE
379,NATASHA ROMANOFF,Safe.,FEMALE
380,STEVE ROGERS,Do better!,MALE
381,NATASHA ROMANOFF,Where did you get it?,FEMALE
382,STEVE ROGERS,Why would I tell you?,MALE
383,NATASHA ROMANOFF,Fury gave it to you. Why?,FEMALE
384,STEVE ROGERS,What's on it?,MALE
385,NATASHA ROMANOFF,I don't know.,FEMALE
386,STEVE ROGERS,Stop lying!,MALE
387,NATASHA ROMANOFF,"I only act like I know everything, Rogers.",FEMALE
388,STEVE ROGERS,"I bet you knew Fury hired the pirates, didn't you?",MALE
389,NATASHA ROMANOFF,"Well, it makes sense. The ship was dirty, Fury needed a way in, so do you.",FEMALE
390,STEVE ROGERS,I'm not gonna ask you again.,MALE
391,NATASHA ROMANOFF,"I know who killed Fury. Most of the intelligence community doesn't believe he exists, the ones who do call him the Winter Soldier. He's credited with over two dozen assassinations in the last fifty years.",FEMALE
392,STEVE ROGERS,So he's a ghost story.,MALE
393,NATASHA ROMANOFF,"Five years ago I was escorting a nuclear engineer out of Iran, somebody shot out my tires near Odessa. We lost control, went straight over a cliff, I pulled us out, but the Winter Soldier was there. I was covering my engineer, so he shot him straight through me.  Soviet slug, no rifling. Bye-bye bikinis.",FEMALE
394,STEVE ROGERS,"Yeah, I bet you look terrible in them now.",MALE
395,NATASHA ROMANOFF,"Going after him is a dead end. I know, I've tried.  Like you said, he's a ghost story.",FEMALE
396,STEVE ROGERS,"Well, let's find out what the ghost wants.",MALE
397,ALEXANDER PIERCE,"Nick Fury was murdered in cold blood. To any reasonable person, that would make him a martyr, not a traitor.",MALE
398,COUNCILMAN ROCKWELL,You know what makes him a traitor? Hiring a mercenary to hijack his own ship.,MALE
399,COUNCILMAN SINGH,"Nick Fury used your friendship to coerce this council into delaying Project Insight. A project he knew would expose his own illegal operations. At best, he lied to you. At worst...",MALE
400,ALEXANDER PIERCE,Are you calling for my resignation? I've got a pen and paper right here.,MALE
401,COUNCILWOMAN HAWLEY,That discussion can be tabled for a later time.,FEMALE
402,ALEXANDER PIERCE,But you do want to have a discussion.,MALE
403,COUNCILMAN ROCKWELL,"We've already had it, Mr. Secretary. This council moves to immediately reactivate Project Insight. If you want to say something snappy, now would be a good time.",MALE
404,NATASHA ROMANOFF,"First rule of going on the run is, don't run, walk.",FEMALE
405,STEVE ROGERS,"If I run in these shoes, they're gonna fall off.",MALE
406,NATASHA ROMANOFF,"The drive has a Level Six homing program, so as soon as we boot up SHIELD will know exactly where we are.",FEMALE
407,STEVE ROGERS,How much time do we have?,MALE
408,NATASHA ROMANOFF,"Uh...about nine minutes from...  Now.  Fury was right about that ship, somebody's trying to hide something. This drive is protected by some sort of AI, it keeps rewriting itself to counter my commands.",FEMALE
409,STEVE ROGERS,Can you override it?,MALE
410,NATASHA ROMANOFF,"The person who developed this is slightly smarter than me. Slightly.   I'm gonna try running a tracer. This is a program that SHIELD developed to track hostile malware, so if we can't read the file, maybe we can find out where it came from.",FEMALE
411,APPLE EMPLOYEE,Can I help you guys with anything?,MALE
412,NATASHA ROMANOFF,"Oh, no. My fiancé was just helping me with some honeymoon destinations.",FEMALE
413,STEVE ROGERS,Right! We're getting married.,MALE
414,APPLE EMPLOYEE,Congratulations. Where do you guys thinking about going?,MALE
415,STEVE ROGERS,New Jersey.,MALE
416,APPLE EMPLOYEE,Oh.  I have the exact same glasses.,MALE
417,NATASHA ROMANOFF,"Wow, you two are practically twins.",FEMALE
418,APPLE EMPLOYEE,"Yeah, I wish. Specimen. Uh...if you guys need anything, I've been Aaron.",MALE
419,STEVE ROGERS,"Thank you.  You said nine minutes, come on.",MALE
420,NATASHA ROMANOFF,"Shh, relax. Got it.  You know it?",FEMALE
421,STEVE ROGERS,"I used to. Let's go.  Standard tac-team. Two behind, to across, two coming straight at us. If they make us, I'll engage, you hit the south escalator to the metro.",MALE
422,NATASHA ROMANOFF,"Shut up and put your arm around me, laugh at something I said.",FEMALE
423,STEVE ROGERS,What?,MALE
424,NATASHA ROMANOFF,Do it!,FEMALE
425,JACK ROLLINS,Negative at the source.,MALE
426,BROCK RUMLOW,Give me a floor rundown.,MALE
427,SHIELD AGENT #2,Negative on three.,FEMALE
428,SHIELD AGENT #3,Negative on two.,FEMALE
429,BROCK RUMLOW,"Snake the upper levels, work down to me.",MALE
430,NATASHA ROMANOFF,Kiss me.,FEMALE
431,STEVE ROGERS,What?,MALE
432,NATASHA ROMANOFF,Public displays of affection make people very uncomfortable.,FEMALE
433,STEVE ROGERS,"Yes, they do.",MALE
434,NATASHA ROMANOFF,You still uncomfortable?,FEMALE
435,STEVE ROGERS,It's not exactly the word I would use.,MALE
436,NATASHA ROMANOFF,Where did Captain America learn how to steal a car?,FEMALE
437,STEVE ROGERS,Nazi Germany.,MALE
438,NATASHA ROMANOFF,Mm.,FEMALE
439,STEVE ROGERS,And we're borrowing. Take your feet off the dash.,MALE
440,NATASHA ROMANOFF,"Alright, I have a question for you, oh, which you do not have to answer. I feel like if you don't answer it though, you're kind of answering it, you know?",FEMALE
441,STEVE ROGERS,What?,MALE
442,NATASHA ROMANOFF,Was that your first kiss since 1945?,FEMALE
443,STEVE ROGERS,"That bad, huh?",MALE
444,NATASHA ROMANOFF,I didn't say that.,FEMALE
445,STEVE ROGERS,"Well, it kind of sounds like that's what you're saying.",MALE
446,NATASHA ROMANOFF,"No, I didn't. I just wondered how much practice you've had.",FEMALE
447,STEVE ROGERS,You don't need practice.,MALE
448,NATASHA ROMANOFF,Everybody needs practice.,FEMALE
449,STEVE ROGERS,"It was not my first kiss since 1945. I'm ninety-five, I'm not dead.",MALE
450,NATASHA ROMANOFF,"Nobody special, though?",FEMALE
451,STEVE ROGERS,"Believe it or not, it's kind of hard to find someone with shared life experience.",MALE
452,NATASHA ROMANOFF,"Well, that's alright, you just make something up.",FEMALE
453,STEVE ROGERS,"What, like you?",MALE
454,NATASHA ROMANOFF,"I don't know. The truth is a matter of circumstances, it's not all things to all people all the time. And neither am I.",FEMALE
455,STEVE ROGERS,That's a tough way to live.,MALE
456,NATASHA ROMANOFF,"It's a good way not to die, though.",FEMALE
457,STEVE ROGERS,"You know, it's kind of hard to trust someone when you don't know who that someone really is.",MALE
458,NATASHA ROMANOFF,Yeah. Who do you want me to be?,FEMALE
459,STEVE ROGERS,How about a friend?,MALE
460,NATASHA ROMANOFF,"Well, there's a chance you might be in the wrong business, Rogers.",FEMALE
461,STEVE ROGERS,This is it.,MALE
462,NATASHA ROMANOFF,The file came from these coordinates.,FEMALE
463,STEVE ROGERS,So did I.  This camp is where I was trained.,MALE
464,NATASHA ROMANOFF,Changed much?,FEMALE
465,STEVE ROGERS,A little.,MALE
466,SERGEANT DUFFY,"Pick up the pace, ladies! Let's go! Let's go! Double time! Come on Rogers, move it!  Come on! Fall in! Rogers! I said fall in!",MALE
467,NATASHA ROMANOFF,"This is a dead end. Zero heat signature, zero waves, not even radio. Whoever wrote the file must have used a router to throw people off.  What is it?",FEMALE
468,STEVE ROGERS,Army regulations forbid storing ammunition within five hundred yards of the barracks. This building is in the wrong place.,MALE
469,NATASHA ROMANOFF,This is SHIELD.,FEMALE
470,STEVE ROGERS,Maybe where it started.,MALE
471,NATASHA ROMANOFF,There's Stark's father.,FEMALE
472,STEVE ROGERS,Howard.,MALE
473,NATASHA ROMANOFF,Who's the girl?,FEMALE
474,STEVE ROGERS,If you're already working in a secret office...  Why do you need to hide the elevator?,MALE
475,NATASHA ROMANOFF,"This can't be the data-point, this technology is ancient.",FEMALE
476,COMPUTER,Initiate system?,FEMALE
477,NATASHA ROMANOFF,"Y-E-S, spells yes.  ""Shall we play a game?""  It's from a movie that...",FEMALE
478,STEVE ROGERS,"Yeah, I saw it.",MALE
479,DR. ARNIM ZOLA,"Rogers, Steven. Born, 1918. Romanoff, Natalia Alianovna. Born, 1984.",FEMALE
480,NATASHA ROMANOFF,It's some kind of a recording.,FEMALE
481,DR. ARNIM ZOLA,"I am not a recording, Fräulein. I may not be the man I was when the Captain took me prisoner in 1945, but I am.",FEMALE
482,NATASHA ROMANOFF,Do you know this thing?,FEMALE
483,STEVE ROGERS,Arnim Zola was a German scientist who worked for the Red Skull. He's been dead for years.,MALE
484,DR. ARNIM ZOLA,"First correction, I am Swiss. Second, look around you. I have never been more alive. In 1972 I received a terminal diagnosis. Science could not save my body, my mind, however, that was worth saving on two hundred thousand feet of data banks. You are standing in my brain.",FEMALE
485,STEVE ROGERS,How did you get here?,MALE
486,DR. ARNIM ZOLA,Invited.,FEMALE
487,NATASHA ROMANOFF,It was Operation Paperclip after World War II. SHIELD recruited German scientists with strategic value.,FEMALE
488,DR. ARNIM ZOLA,They thought I could help their cause. I also helped my own.,FEMALE
489,STEVE ROGERS,HYDRA died with the Red Skull.,MALE
490,DR. ARNIM ZOLA,"Cut off one head, two more shall take its place.",FEMALE
491,STEVE ROGERS,Prove it.,MALE
492,DR. ARNIM ZOLA,"Accessing archive.  HYDRA was founded on the belief that humanity could not be trusted with its own freedom. What we did not realize, was that if you try to take that freedom, they resist. The war taught us much. Humanity needed to surrender its freedom willingly. After the war, SHIELD was founded and I was recruited. The new HYDRA grew. A beautiful parasite inside SHIELD. For seventy years HYDRA has been secretly feeding crisis, reaping war. And when history did not cooperate, history was changed.",FEMALE
493,NATASHA ROMANOFF,"That's impossible, SHIELD would have stopped you.",FEMALE
494,DR. ARNIM ZOLA,"Accidents will happen.  HYDRA created a world so chaotic that humanity is finally ready to sacrifice its freedom to gain its security. Once the purification process is complete, HYDRA's new world order will arise. We won, Captain. Your death amounts to the same as your Life; a zero sum.  As I was saying...",FEMALE
495,STEVE ROGERS,What's on this drive?,MALE
496,DR. ARNIM ZOLA,Project Insight requires insight. So I wrote an algorithm.,FEMALE
497,NATASHA ROMANOFF,What kind of algorithm? What does it do?,FEMALE
498,DR. ARNIM ZOLA,"The answer to your question is fascinating. Unfortunately, you shall be too dead to hear it.",FEMALE
499,NATASHA ROMANOFF,"Steve, we got a bogey. Short range ballistic. 30 seconds tops.",FEMALE
500,STEVE ROGERS,Who fired it?,MALE
501,NATASHA ROMANOFF,S.H.I.E.L.D.,FEMALE
502,DR. ARNIM ZOLA,"I am afraid I have been stalling, Captain. Admit it, it's better this way. We're both of us...out of time.",FEMALE
503,BROCK RUMLOW,Call in the asset.,MALE
504,RENATA,"I'm going to go, Mr. Pierce. You need anything before I leave?",FEMALE
505,ALEXANDER PIERCE,"No. Uh...it's fine, Renata, you can go home.",MALE
506,RENATA,"Okay, night-night.",FEMALE
507,ALEXANDER PIERCE,"Good night.  Want some milk?  The timetable has moved. Our window is limited. Two targets, Level Six.  They already cost me Zola. I want confirmed death in ten hours.",MALE
508,RENATA,"Sorry, Mr. Pierce, I...I forgot my phone.",FEMALE
509,ALEXANDER PIERCE,"Oh, Renata. I wish you would have knocked.",MALE
510,SAM WILSON,"Hey, man.",MALE
511,STEVE ROGERS,I'm sorry about this. We need a place to lay low.,MALE
512,NATASHA ROMANOFF,Everyone we know is trying to kill us.,FEMALE
513,SAM WILSON,Not everyone.,MALE
514,STEVE ROGERS,You okay?,MALE
515,NATASHA ROMANOFF,Yeah.,FEMALE
516,STEVE ROGERS,What's going on?,MALE
517,NATASHA ROMANOFF,"When I first joined SHIELD, I thought I was going straight. But I guess I just traded in the KGB for HYDRA. I thought I knew whose lies I was telling, but...I guess I can't tell the difference anymore.",FEMALE
518,STEVE ROGERS,There's a chance you might be in the wrong business.,MALE
519,NATASHA ROMANOFF,I owe you.,FEMALE
520,STEVE ROGERS,It's okay.,MALE
521,NATASHA ROMANOFF,"If it was the other way around, and it was down to me to save your life, and you be honest with me, would you trust me to do it?",FEMALE
522,STEVE ROGERS,I would now. And I'm always honest.,MALE
523,NATASHA ROMANOFF,"Well, you seem pretty chipper for someone who just found out they died for nothing.",FEMALE
524,STEVE ROGERS,"Well, I guess I just like to know who I'm fighting.",MALE
525,SAM WILSON,I made breakfast. If you guys...eat that sort of thing.,MALE
526,NATASHA ROMANOFF,"So, the question is: who in SHIELD could launch a domestic missile strike?",FEMALE
527,STEVE ROGERS,Pierce.,MALE
528,NATASHA ROMANOFF,Who happens to be sitting on top of the most secure building in the world.,FEMALE
529,STEVE ROGERS,"But he's not working alone, Zola's algorithm was on the Lemurian Star.",MALE
530,NATASHA ROMANOFF,So was Jasper Sitwell.,FEMALE
531,STEVE ROGERS,"So, the real question is: how do the two most wanted people in Washington kidnap a SHIELD officer in broad daylight?",MALE
532,SAM WILSON,The answer is: you don't.,MALE
533,STEVE ROGERS,What's this?,MALE
534,SAM WILSON,Call it a resume.,MALE
535,NATASHA ROMANOFF,"Is this Bakhmala? The Khalid Khandil mission, that was you.  You didn't say he was a para-rescue.",FEMALE
536,STEVE ROGERS,Is this Riley?,MALE
537,SAM WILSON,Yeah.,MALE
538,NATASHA ROMANOFF,"I heard they couldn't bring in the choppers because of the RPGs. What did you use, a stealth chute?",FEMALE
539,SAM WILSON,No. These.,MALE
540,STEVE ROGERS,I thought you said you were a pilot.,MALE
541,SAM WILSON,I never said pilot.,MALE
542,STEVE ROGERS,"I can't ask you to do this, Sam. You got out for a good reason.",MALE
543,SAM WILSON,"Dude, Captain America needs my help. There's no better reason to get back in.",MALE
544,STEVE ROGERS,Where can we get our hands on one of these things?,MALE
545,SAM WILSON,"The last one is at Fort Meade, behind three guarded gates and a twelve-inch steel wall.",MALE
546,STEVE ROGERS,Shouldn't be a problem.,MALE
547,STERN,"Listen, I gotta fly home tonight, cause uh...I got some constituency problem, and I gotta press the flesh.",MALE
548,JASPER SITWELL,"Any constituent in particular, Mr. Senator?",MALE
549,STERN,"Uh...no, not really. Twenty-three, kind of hot. Real hot. You know, wants to be a reporter, I think. I don't know, who listens at that point?",MALE
550,JASPER SITWELL,Doesn't sound much of a problem to me.,MALE
551,STERN,"Really? Cause she's killing my back. Look, this isn't the place to talk about it.  This is a nice pin.",MALE
552,JASPER SITWELL,Thank you.,MALE
553,STERN,"Come here.  Hail, HYDRA.  See, it's right there...",MALE
554,JASPER SITWELL,"I just saw that, yeah.",MALE
555,STERN,Should I get it checked?,MALE
556,JASPER SITWELL,"I think you should.   I need a minute. Bring the car around.  Yes, sir?",MALE
557,SAM WILSON,"Agent Sitwell, how was lunch? I hear the crab cakes here are delicious.",MALE
558,JASPER SITWELL,Who is this?,MALE
559,SAM WILSON,"The good looking guy in the sunglasses, your ten o'clock.  Your other ten o'clock.  There you go.",MALE
560,JASPER SITWELL,What do you want?,MALE
561,SAM WILSON,"You're gonna go around the corner, to your right. There's a grey car, two spaces down. You and I are gonna take a ride.",MALE
562,JASPER SITWELL,And why would I do that?,MALE
563,SAM WILSON,"Because that tie looks really expensive, and I'd hate to mess it up.",MALE
564,STEVE ROGERS,Tell me about Zola's algorithm.,MALE
565,JASPER SITWELL,Never heard of it.,MALE
566,STEVE ROGERS,What were you doing on the Lemurian Star?,MALE
567,JASPER SITWELL,"I was throwing up, I get seasick.  Is this little display meant to insinuate that you're gonna throw me off the roof? Because it's really not your style, Rogers.",MALE
568,STEVE ROGERS,You're right. It's not. It's hers.,MALE
569,NATASHA ROMANOFF,"Oh, wait. What about that girl from accounting, Laura...?",FEMALE
570,STEVE ROGERS,"Lillian. Lip piercing, right?",MALE
571,NATASHA ROMANOFF,"Yeah, she's cute.",FEMALE
572,STEVE ROGERS,"Yeah, I'm not ready for that.",MALE
573,JASPER SITWELL,Zola's algorithm is a program...for choosing Insight's targets!,MALE
574,STEVE ROGERS,What targets?,MALE
575,JASPER SITWELL,"You! A TV anchor in Cairo, the Undersecretary of Defense, a high school valedictorian in Iowa city. Bruce Banner, Stephen Strange, anyone who's a threat to HYDRA! Now, or in the future.",MALE
576,STEVE ROGERS,The Future? How could it know?,MALE
577,JASPER SITWELL,"How could it not? The 21st century is a digital book. Zola taught HYDRA how to read it.  Your bank records, medical histories, voting patterns, e-mails, phone calls, your damn SAT scores. Zola's algorithm evaluates people's past to predict their future.",MALE
578,STEVE ROGERS,And what then?,MALE
579,JASPER SITWELL,"Oh, my God. Pierce is gonna kill me.",MALE
580,STEVE ROGERS,What then?!,MALE
581,JASPER SITWELL,Then the Insight Helicarriers scratch people off the list. A few million at a time.,MALE
582,JASPER SITWELL,HYDRA doesn't like leaks.,MALE
583,SAM WILSON,So why don't you try sticking a cork in it.,MALE
584,NATASHA ROMANOFF,"Insight's launching in sixteen hours, we're cutting it a little bit close here.",FEMALE
585,STEVE ROGERS,I know. We'll use him to bypass the DNA scans and access the Helicarriers directly.,MALE
586,JASPER SITWELL,"What?! Are you crazy? That is a terrible, terrible idea.",MALE
587,SAM WILSON,Shit!,MALE
588,STEVE ROGERS,Hang on!,MALE
589,BUCKY,She's mine.  Find him.,MALE
590,SAM WILSON,"Go, I got this!",MALE
591,NATASHA ROMANOFF,"I make an LZ, twenty-three hundred block of Virginia Avenue. Rendezvous two minutes. Taking fire above and below expressway. Civilians threatened. Repeat, civilians threatened.  I make an LZ, twenty-three hundred block at Virginia Avenue. Rendezvous two minutes.",FEMALE
592,NATASHA ROMANOFF,Get out of the way! Stay out of the way!,FEMALE
593,STEVE ROGERS,Bucky?,MALE
594,BUCKY,Who the hell is Bucky?,MALE
