,character,line,gender
495,JANE,"Uh...yeah, yeah, yeah. Um...just stay on the phone, okay?",FEMALE
496,RICHARD,"Yeah, I will.",MALE
497,JANE,"Oh, my God.",FEMALE
498,RICHARD,Am I interrupting something.,MALE
499,JANE,"No, no, no, nothing at all.  Come on.",FEMALE
500,RICHARD,"I'm losing you there, are you in a tunnel?",MALE
501,THOR,Where are we going?,MALE
502,RICHARD,Hello?,MALE
503,THOR,Why are there so many shoes in here?,MALE
504,RICHARD,I'll just text her.,MALE
505,DARCY LEWIS,Jane!,FEMALE
506,JANE,Hey.,FEMALE
507,DARCY LEWIS,"You can't just leave like that, the whole world is going crazy!  All the stuff we saw is spreading.  Did you go to a party?",FEMALE
508,JANE,Erik?!,FEMALE
509,SELVIG,"Jane, how wonderful!  You've been to Asgard.",FEMALE
